,dense value,loss,duration,Y_test,Y_pred
30,500,"[0.49168068502709594, 0.5433436632156372]",26.659713745117188,5.0,5.909387588500977
31,500,"[0.49168068502709594, 0.5433436632156372]",26.665696382522583,7.0,5.621175765991211
32,500,"[0.49168068502709594, 0.5433436632156372]",26.67068338394165,6.0,5.7240681648254395
33,500,"[0.49168068502709594, 0.5433436632156372]",26.67666721343994,6.0,5.4559326171875
34,500,"[0.49168068502709594, 0.5433436632156372]",26.68265175819397,5.0,5.144083499908447
35,500,"[0.49168068502709594, 0.5433436632156372]",26.690629959106445,6.0,5.853800296783447
36,500,"[0.49168068502709594, 0.5433436632156372]",26.695616245269775,6.0,5.906055927276611
37,500,"[0.49168068502709594, 0.5433436632156372]",26.701600790023804,6.0,6.006883144378662
38,500,"[0.49168068502709594, 0.5433436632156372]",26.707584619522095,6.0,5.924503803253174
39,500,"[0.49168068502709594, 0.5433436632156372]",26.712571144104004,5.0,5.326431751251221
40,500,"[0.49168068502709594, 0.5433436632156372]",26.718555450439453,5.0,5.176978588104248
41,500,"[0.49168068502709594, 0.5433436632156372]",26.723541975021362,6.0,6.082540035247803
42,500,"[0.49168068502709594, 0.5433436632156372]",26.729525804519653,6.0,5.985435485839844
43,500,"[0.49168068502709594, 0.5433436632156372]",26.73750400543213,6.0,6.284348011016846
44,500,"[0.49168068502709594, 0.5433436632156372]",26.743489027023315,6.0,6.041403293609619
45,500,"[0.49168068502709594, 0.5433436632156372]",26.75047016143799,7.0,5.712420463562012
46,500,"[0.49168068502709594, 0.5433436632156372]",26.75645422935486,6.0,5.558137893676758
47,500,"[0.49168068502709594, 0.5433436632156372]",26.762438535690308,6.0,6.091500759124756
48,500,"[0.49168068502709594, 0.5433436632156372]",26.768423318862915,6.0,5.929953575134277
49,500,"[0.49168068502709594, 0.5433436632156372]",26.77440619468689,5.0,5.480367183685303
50,500,"[0.49168068502709594, 0.5433436632156372]",26.78039026260376,6.0,6.195683002471924
51,500,"[0.49168068502709594, 0.5433436632156372]",26.786374807357788,7.0,6.269749164581299
52,500,"[0.49168068502709594, 0.5433436632156372]",26.79335641860962,6.0,5.790163516998291
53,500,"[0.49168068502709594, 0.5433436632156372]",26.79934048652649,5.0,5.389196395874023
54,500,"[0.49168068502709594, 0.5433436632156372]",26.80532431602478,5.0,5.78131628036499
55,500,"[0.49168068502709594, 0.5433436632156372]",26.81130838394165,6.0,5.216621398925781
56,500,"[0.49168068502709594, 0.5433436632156372]",26.81629490852356,4.0,5.805521488189697
57,500,"[0.49168068502709594, 0.5433436632156372]",26.82227897644043,7.0,6.0058913230896
58,500,"[0.49168068502709594, 0.5433436632156372]",26.82826328277588,6.0,6.127110004425049
59,500,"[0.49168068502709594, 0.5433436632156372]",26.83424711227417,8.0,6.555770397186279
60,500,"[0.49168068502709594, 0.5433436632156372]",26.84023094177246,7.0,5.949819087982178
61,500,"[0.49168068502709594, 0.5433436632156372]",26.84521770477295,6.0,5.642861843109131
62,500,"[0.49168068502709594, 0.5433436632156372]",26.85120153427124,6.0,5.562347888946533
63,500,"[0.49168068502709594, 0.5433436632156372]",26.85718560218811,6.0,5.862881660461426
64,500,"[0.49168068502709594, 0.5433436632156372]",26.86316967010498,7.0,6.3123931884765625
65,500,"[0.49168068502709594, 0.5433436632156372]",26.86915373802185,6.0,5.641534328460693
66,500,"[0.49168068502709594, 0.5433436632156372]",26.87513756752014,6.0,5.358895778656006
67,500,"[0.49168068502709594, 0.5433436632156372]",26.88112163543701,5.0,5.5138421058654785
68,500,"[0.49168068502709594, 0.5433436632156372]",26.88710594177246,6.0,5.835946559906006
69,500,"[0.49168068502709594, 0.5433436632156372]",26.893089532852173,8.0,6.012159824371338
70,500,"[0.49168068502709594, 0.5433436632156372]",26.898123025894165,8.0,6.1904215812683105
71,500,"[0.49168068502709594, 0.5433436632156372]",26.904064416885376,7.0,6.277973651885986
72,500,"[0.49168068502709594, 0.5433436632156372]",26.911045789718628,6.0,6.495676517486572
73,500,"[0.49168068502709594, 0.5433436632156372]",26.91702961921692,7.0,5.391895294189453
74,500,"[0.49168068502709594, 0.5433436632156372]",26.923013925552368,7.0,5.8086981773376465
75,500,"[0.49168068502709594, 0.5433436632156372]",26.92899775505066,6.0,6.238296985626221
76,500,"[0.49168068502709594, 0.5433436632156372]",26.93597936630249,5.0,5.763417720794678
77,500,"[0.49168068502709594, 0.5433436632156372]",26.94196343421936,6.0,5.99432897567749
78,500,"[0.49168068502709594, 0.5433436632156372]",26.948944568634033,6.0,5.690463542938232
79,500,"[0.49168068502709594, 0.5433436632156372]",26.954928398132324,7.0,5.583871841430664
80,500,"[0.49168068502709594, 0.5433436632156372]",26.961909770965576,8.0,5.875746250152588
81,500,"[0.49168068502709594, 0.5433436632156372]",26.967894315719604,7.0,6.392355918884277
82,500,"[0.49168068502709594, 0.5433436632156372]",26.973877906799316,5.0,5.251273155212402
83,500,"[0.49168068502709594, 0.5433436632156372]",26.979861974716187,6.0,5.594433307647705
84,500,"[0.49168068502709594, 0.5433436632156372]",26.985846042633057,5.0,5.302286148071289
85,500,"[0.49168068502709594, 0.5433436632156372]",26.991829872131348,7.0,5.959497451782227
86,500,"[0.49168068502709594, 0.5433436632156372]",26.99834394454956,5.0,5.5816330909729
87,500,"[0.49168068502709594, 0.5433436632156372]",27.00430703163147,6.0,6.329055309295654
88,500,"[0.49168068502709594, 0.5433436632156372]",27.01029109954834,6.0,5.812089920043945
89,500,"[0.49168068502709594, 0.5433436632156372]",27.016273736953735,5.0,5.8925347328186035
90,500,"[0.49168068502709594, 0.5433436632156372]",27.02225923538208,6.0,5.527655124664307
91,500,"[0.49168068502709594, 0.5433436632156372]",27.02824330329895,6.0,6.060923099517822
92,500,"[0.49168068502709594, 0.5433436632156372]",27.03422713279724,5.0,5.293398380279541
93,500,"[0.49168068502709594, 0.5433436632156372]",27.041208505630493,6.0,5.95318078994751
94,500,"[0.49168068502709594, 0.5433436632156372]",27.047192335128784,6.0,5.76677942276001
95,500,"[0.49168068502709594, 0.5433436632156372]",27.052179098129272,3.0,5.462991237640381
96,500,"[0.49168068502709594, 0.5433436632156372]",27.058162450790405,4.0,5.527370929718018
97,500,"[0.49168068502709594, 0.5433436632156372]",27.064145803451538,5.0,5.571990489959717
98,500,"[0.49168068502709594, 0.5433436632156372]",27.069132328033447,5.0,5.74038028717041
99,500,"[0.49168068502709594, 0.5433436632156372]",27.075116634368896,6.0,5.525262355804443
100,500,"[0.49168068502709594, 0.5433436632156372]",27.080103158950806,5.0,6.054649829864502
101,500,"[0.49168068502709594, 0.5433436632156372]",27.086088180541992,6.0,5.655749797821045
102,500,"[0.49168068502709594, 0.5433436632156372]",27.092072248458862,6.0,5.614881992340088
103,500,"[0.49168068502709594, 0.5433436632156372]",27.098637104034424,8.0,6.100829601287842
104,500,"[0.49168068502709594, 0.5433436632156372]",27.104549407958984,6.0,6.271137714385986
105,500,"[0.49168068502709594, 0.5433436632156372]",27.11053204536438,5.0,5.338370323181152
106,500,"[0.49168068502709594, 0.5433436632156372]",27.11551856994629,6.0,5.193758964538574
107,500,"[0.49168068502709594, 0.5433436632156372]",27.12150263786316,6.0,5.718765735626221
108,500,"[0.49168068502709594, 0.5433436632156372]",27.12748670578003,6.0,5.680314540863037
109,500,"[0.49168068502709594, 0.5433436632156372]",27.1334707736969,5.0,6.338831424713135
110,500,"[0.49168068502709594, 0.5433436632156372]",27.13945484161377,5.0,5.067431926727295
111,500,"[0.49168068502709594, 0.5433436632156372]",27.14444136619568,7.0,6.128921031951904
112,500,"[0.49168068502709594, 0.5433436632156372]",27.15042543411255,6.0,5.987165451049805
113,500,"[0.49168068502709594, 0.5433436632156372]",27.15640926361084,6.0,5.68446683883667
114,500,"[0.49168068502709594, 0.5433436632156372]",27.162394046783447,6.0,6.006289005279541
115,500,"[0.49168068502709594, 0.5433436632156372]",27.167380809783936,6.0,5.57033109664917
116,500,"[0.49168068502709594, 0.5433436632156372]",27.17436170578003,6.0,5.453197002410889
117,500,"[0.49168068502709594, 0.5433436632156372]",27.17934823036194,6.0,5.47608757019043
118,500,"[0.49168068502709594, 0.5433436632156372]",27.18533158302307,6.0,6.500903606414795
119,500,"[0.49168068502709594, 0.5433436632156372]",27.19131565093994,6.0,6.322650909423828
120,500,"[0.49168068502709594, 0.5433436632156372]",27.19730043411255,6.0,5.741487503051758
121,500,"[0.49168068502709594, 0.5433436632156372]",27.20228672027588,6.0,6.098763942718506
122,500,"[0.49168068502709594, 0.5433436632156372]",27.208271026611328,7.0,5.169249534606934
123,500,"[0.49168068502709594, 0.5433436632156372]",27.213257551193237,6.0,5.583898067474365
124,500,"[0.49168068502709594, 0.5433436632156372]",27.219242095947266,6.0,5.482585430145264
125,500,"[0.49168068502709594, 0.5433436632156372]",27.22424077987671,7.0,6.290126323699951
126,500,"[0.49168068502709594, 0.5433436632156372]",27.229215383529663,6.0,5.245620250701904
127,500,"[0.49168068502709594, 0.5433436632156372]",27.235199689865112,7.0,6.132394313812256
128,500,"[0.49168068502709594, 0.5433436632156372]",27.240185022354126,7.0,6.511019229888916
129,500,"[0.49168068502709594, 0.5433436632156372]",27.24617099761963,6.0,6.481184482574463
130,500,"[0.49168068502709594, 0.5433436632156372]",27.251156330108643,6.0,5.792246341705322
131,500,"[0.49168068502709594, 0.5433436632156372]",27.257140159606934,6.0,5.979406833648682
132,500,"[0.49168068502709594, 0.5433436632156372]",27.262126922607422,4.0,5.1375346183776855
133,500,"[0.49168068502709594, 0.5433436632156372]",27.268110752105713,5.0,5.616192817687988
134,500,"[0.49168068502709594, 0.5433436632156372]",27.27309799194336,6.0,5.42728328704834
135,500,"[0.49168068502709594, 0.5433436632156372]",27.27908158302307,5.0,5.6594414710998535
136,500,"[0.49168068502709594, 0.5433436632156372]",27.28406810760498,6.0,5.711920261383057
137,500,"[0.49168068502709594, 0.5433436632156372]",27.29005217552185,3.0,4.981081485748291
138,500,"[0.49168068502709594, 0.5433436632156372]",27.29503870010376,5.0,5.67379903793335
139,500,"[0.49168068502709594, 0.5433436632156372]",27.300026178359985,7.0,6.234236240386963
140,500,"[0.49168068502709594, 0.5433436632156372]",27.306010246276855,5.0,5.560847282409668
141,500,"[0.49168068502709594, 0.5433436632156372]",27.310996055603027,6.0,6.217193126678467
142,500,"[0.49168068502709594, 0.5433436632156372]",27.316980123519897,6.0,5.666300296783447
143,500,"[0.49168068502709594, 0.5433436632156372]",27.321966886520386,6.0,6.251876354217529
144,500,"[0.49168068502709594, 0.5433436632156372]",27.326953411102295,5.0,6.070031642913818
145,500,"[0.49168068502709594, 0.5433436632156372]",27.332960844039917,6.0,6.655137538909912
146,500,"[0.49168068502709594, 0.5433436632156372]",27.337924242019653,6.0,5.653993606567383
147,500,"[0.49168068502709594, 0.5433436632156372]",27.34392738342285,4.0,5.623616695404053
148,500,"[0.49168068502709594, 0.5433436632156372]",27.34889554977417,5.0,5.199976921081543
149,500,"[0.49168068502709594, 0.5433436632156372]",27.354901790618896,5.0,5.677703380584717
150,500,"[0.49168068502709594, 0.5433436632156372]",27.360862731933594,6.0,5.71964693069458
151,500,"[0.49168068502709594, 0.5433436632156372]",27.365849494934082,7.0,6.285214900970459
152,500,"[0.49168068502709594, 0.5433436632156372]",27.37183427810669,6.0,5.507530689239502
153,500,"[0.49168068502709594, 0.5433436632156372]",27.377817392349243,5.0,5.372665882110596
154,500,"[0.49168068502709594, 0.5433436632156372]",27.38280487060547,5.0,6.047255039215088
155,500,"[0.49168068502709594, 0.5433436632156372]",27.388787746429443,6.0,5.248641490936279
156,500,"[0.49168068502709594, 0.5433436632156372]",27.39377474784851,6.0,5.8920416831970215
157,500,"[0.49168068502709594, 0.5433436632156372]",27.3997585773468,5.0,5.660197734832764
158,500,"[0.49168068502709594, 0.5433436632156372]",27.40474557876587,6.0,5.693055629730225
159,500,"[0.49168068502709594, 0.5433436632156372]",27.41072940826416,5.0,5.533020496368408
160,500,"[0.49168068502709594, 0.5433436632156372]",27.41571593284607,5.0,5.800267696380615
161,500,"[0.49168068502709594, 0.5433436632156372]",27.42170023918152,6.0,6.056891918182373
162,500,"[0.49168068502709594, 0.5433436632156372]",27.426718711853027,6.0,5.381137847900391
163,500,"[0.49168068502709594, 0.5433436632156372]",27.432670831680298,6.0,6.2831854820251465
164,500,"[0.49168068502709594, 0.5433436632156372]",27.437658309936523,7.0,5.57289981842041
165,500,"[0.49168068502709594, 0.5433436632156372]",27.443641424179077,6.0,5.876924991607666
166,500,"[0.49168068502709594, 0.5433436632156372]",27.448627948760986,5.0,5.715359210968018
167,500,"[0.49168068502709594, 0.5433436632156372]",27.453614711761475,5.0,5.711877346038818
168,500,"[0.49168068502709594, 0.5433436632156372]",27.459598779678345,6.0,6.219775676727295
169,500,"[0.49168068502709594, 0.5433436632156372]",27.464585304260254,6.0,5.538422107696533
170,500,"[0.49168068502709594, 0.5433436632156372]",27.470569372177124,4.0,5.235982418060303
171,500,"[0.49168068502709594, 0.5433436632156372]",27.475555896759033,6.0,6.098148822784424
172,500,"[0.49168068502709594, 0.5433436632156372]",27.481540203094482,6.0,5.116466999053955
173,500,"[0.49168068502709594, 0.5433436632156372]",27.48652672767639,6.0,5.943404674530029
174,500,"[0.49168068502709594, 0.5433436632156372]",27.49251079559326,6.0,6.238277435302734
175,500,"[0.49168068502709594, 0.5433436632156372]",27.497498035430908,7.0,6.209920406341553
176,500,"[0.49168068502709594, 0.5433436632156372]",27.50348138809204,6.0,5.170487880706787
177,500,"[0.49168068502709594, 0.5433436632156372]",27.508468866348267,6.0,5.535953044891357
178,500,"[0.49168068502709594, 0.5433436632156372]",27.5134539604187,6.0,6.615683078765869
179,500,"[0.49168068502709594, 0.5433436632156372]",27.520435094833374,6.0,5.707762241363525
180,500,"[0.49168068502709594, 0.5433436632156372]",27.525421619415283,6.0,6.157132625579834
181,500,"[0.49168068502709594, 0.5433436632156372]",27.53140616416931,5.0,5.314471244812012
182,500,"[0.49168068502709594, 0.5433436632156372]",27.537389993667603,6.0,6.558761119842529
183,500,"[0.49168068502709594, 0.5433436632156372]",27.543373584747314,6.0,5.545190811157227
184,500,"[0.49168068502709594, 0.5433436632156372]",27.549357891082764,5.0,5.568272113800049
185,500,"[0.49168068502709594, 0.5433436632156372]",27.555342197418213,7.0,6.5164475440979
186,500,"[0.49168068502709594, 0.5433436632156372]",27.561326503753662,6.0,5.357010364532471
187,500,"[0.49168068502709594, 0.5433436632156372]",27.566312551498413,5.0,5.832932949066162
188,500,"[0.49168068502709594, 0.5433436632156372]",27.572296619415283,5.0,5.847030162811279
189,500,"[0.49168068502709594, 0.5433436632156372]",27.57728385925293,5.0,5.524451732635498
190,500,"[0.49168068502709594, 0.5433436632156372]",27.5832679271698,5.0,5.230382919311523
191,500,"[0.49168068502709594, 0.5433436632156372]",27.58925199508667,5.0,5.626328945159912
192,500,"[0.49168068502709594, 0.5433436632156372]",27.59423828125,5.0,5.464465141296387
193,500,"[0.49168068502709594, 0.5433436632156372]",27.60022258758545,6.0,5.215062141418457
194,500,"[0.49168068502709594, 0.5433436632156372]",27.606205701828003,6.0,5.715093612670898
195,500,"[0.49168068502709594, 0.5433436632156372]",27.611193895339966,6.0,6.183470249176025
196,500,"[0.49168068502709594, 0.5433436632156372]",27.6171772480011,6.0,5.911715030670166
197,500,"[0.49168068502709594, 0.5433436632156372]",27.623162269592285,6.0,5.541220188140869
198,500,"[0.49168068502709594, 0.5433436632156372]",27.628148078918457,5.0,5.504556179046631
199,500,"[0.49168068502709594, 0.5433436632156372]",27.63416028022766,5.0,6.195540428161621
200,500,"[0.49168068502709594, 0.5433436632156372]",27.639118671417236,5.0,5.173022747039795
201,500,"[0.49168068502709594, 0.5433436632156372]",27.645102739334106,5.0,5.5532636642456055
202,500,"[0.49168068502709594, 0.5433436632156372]",27.650089263916016,5.0,5.986306190490723
203,500,"[0.49168068502709594, 0.5433436632156372]",27.655076026916504,5.0,5.587954998016357
204,500,"[0.49168068502709594, 0.5433436632156372]",27.661059856414795,5.0,5.425981044769287
205,500,"[0.49168068502709594, 0.5433436632156372]",27.666046619415283,6.0,5.905445575714111
206,500,"[0.49168068502709594, 0.5433436632156372]",27.672044277191162,6.0,5.609179973602295
207,500,"[0.49168068502709594, 0.5433436632156372]",27.6770236492157,5.0,5.20277214050293
208,500,"[0.49168068502709594, 0.5433436632156372]",27.683001279830933,5.0,5.463776111602783
209,500,"[0.49168068502709594, 0.5433436632156372]",27.688007593154907,5.0,5.260054588317871
210,500,"[0.49168068502709594, 0.5433436632156372]",27.693971872329712,6.0,6.269334316253662
211,500,"[0.49168068502709594, 0.5433436632156372]",27.6989586353302,5.0,5.209655284881592
212,500,"[0.49168068502709594, 0.5433436632156372]",27.703963041305542,6.0,5.172679901123047
213,500,"[0.49168068502709594, 0.5433436632156372]",27.70992922782898,6.0,6.0333991050720215
214,500,"[0.49168068502709594, 0.5433436632156372]",27.714915990829468,5.0,5.623956203460693
215,500,"[0.49168068502709594, 0.5433436632156372]",27.72089982032776,5.0,5.375874042510986
216,500,"[0.49168068502709594, 0.5433436632156372]",27.725886583328247,6.0,5.995792388916016
217,500,"[0.49168068502709594, 0.5433436632156372]",27.731870651245117,7.0,6.444810390472412
218,500,"[0.49168068502709594, 0.5433436632156372]",27.736857175827026,6.0,5.662953853607178
219,500,"[0.49168068502709594, 0.5433436632156372]",27.742841958999634,5.0,5.6292405128479
220,500,"[0.49168068502709594, 0.5433436632156372]",27.747854948043823,5.0,5.380669116973877
221,500,"[0.49168068502709594, 0.5433436632156372]",27.753811836242676,4.0,5.569629192352295
222,500,"[0.49168068502709594, 0.5433436632156372]",27.758798599243164,6.0,6.3463263511657715
223,500,"[0.49168068502709594, 0.5433436632156372]",27.764782667160034,5.0,5.367628574371338
224,500,"[0.49168068502709594, 0.5433436632156372]",27.769768953323364,4.0,5.935126781463623
225,500,"[0.49168068502709594, 0.5433436632156372]",27.77475595474243,5.0,5.234710693359375
226,500,"[0.49168068502709594, 0.5433436632156372]",27.78074049949646,5.0,5.70003604888916
227,500,"[0.49168068502709594, 0.5433436632156372]",27.785726070404053,5.0,5.269284248352051
228,500,"[0.49168068502709594, 0.5433436632156372]",27.79171061515808,5.0,5.289663791656494
229,500,"[0.49168068502709594, 0.5433436632156372]",27.79669690132141,6.0,5.606102466583252
230,500,"[0.49168068502709594, 0.5433436632156372]",27.80268120765686,6.0,5.836762428283691
231,500,"[0.49168068502709594, 0.5433436632156372]",27.807668924331665,5.0,5.503725528717041
232,500,"[0.49168068502709594, 0.5433436632156372]",27.813652515411377,6.0,5.9119954109191895
233,500,"[0.49168068502709594, 0.5433436632156372]",27.819636583328247,6.0,5.9119954109191895
234,500,"[0.49168068502709594, 0.5433436632156372]",27.825620651245117,5.0,5.391822338104248
235,500,"[0.49168068502709594, 0.5433436632156372]",27.83160376548767,5.0,5.524264335632324
236,500,"[0.49168068502709594, 0.5433436632156372]",27.836591243743896,6.0,5.494197845458984
237,500,"[0.49168068502709594, 0.5433436632156372]",27.84257435798645,5.0,5.614156246185303
238,500,"[0.49168068502709594, 0.5433436632156372]",27.84756112098694,5.0,5.546108722686768
239,500,"[0.49168068502709594, 0.5433436632156372]",27.85354495048523,5.0,5.546108722686768
240,500,"[0.49168068502709594, 0.5433436632156372]",27.858531713485718,5.0,5.774923801422119
241,500,"[0.49168068502709594, 0.5433436632156372]",27.863518476486206,4.0,5.037759304046631
242,500,"[0.49168068502709594, 0.5433436632156372]",27.869502544403076,5.0,5.500697612762451
243,500,"[0.49168068502709594, 0.5433436632156372]",27.874489784240723,6.0,5.1541571617126465
244,500,"[0.49168068502709594, 0.5433436632156372]",27.880473613739014,6.0,5.209831714630127
245,500,"[0.49168068502709594, 0.5433436632156372]",27.885459899902344,5.0,5.723086833953857
246,500,"[0.49168068502709594, 0.5433436632156372]",27.890446424484253,7.0,6.347056865692139
247,500,"[0.49168068502709594, 0.5433436632156372]",27.896430492401123,5.0,6.068976879119873
248,500,"[0.49168068502709594, 0.5433436632156372]",27.902413606643677,6.0,5.666719436645508
249,500,"[0.49168068502709594, 0.5433436632156372]",27.907401084899902,5.0,5.766599178314209
250,500,"[0.49168068502709594, 0.5433436632156372]",27.913385152816772,7.0,6.1297993659973145
251,500,"[0.49168068502709594, 0.5433436632156372]",27.91837167739868,5.0,5.466866970062256
252,500,"[0.49168068502709594, 0.5433436632156372]",27.92435646057129,7.0,6.410274982452393
253,500,"[0.49168068502709594, 0.5433436632156372]",27.92934250831604,7.0,5.615267276763916
254,500,"[0.49168068502709594, 0.5433436632156372]",27.935325860977173,7.0,5.615267276763916
255,500,"[0.49168068502709594, 0.5433436632156372]",27.9413104057312,5.0,5.650346279144287
256,500,"[0.49168068502709594, 0.5433436632156372]",27.947294235229492,6.0,5.684431552886963
257,500,"[0.49168068502709594, 0.5433436632156372]",27.95228099822998,5.0,5.567877769470215
258,500,"[0.49168068502709594, 0.5433436632156372]",27.95826506614685,5.0,5.834315299987793
259,500,"[0.49168068502709594, 0.5433436632156372]",27.963253021240234,7.0,5.774341106414795
260,500,"[0.49168068502709594, 0.5433436632156372]",27.969241619110107,7.0,6.262941837310791
261,500,"[0.49168068502709594, 0.5433436632156372]",27.9752197265625,6.0,6.180965900421143
262,500,"[0.49168068502709594, 0.5433436632156372]",27.980206727981567,5.0,5.5627827644348145
263,500,"[0.49168068502709594, 0.5433436632156372]",27.986189365386963,6.0,6.279969692230225
264,500,"[0.49168068502709594, 0.5433436632156372]",27.992173671722412,6.0,6.545983791351318
265,500,"[0.49168068502709594, 0.5433436632156372]",27.998157501220703,5.0,5.431721210479736
266,500,"[0.49168068502709594, 0.5433436632156372]",28.004141569137573,6.0,5.7114362716674805
267,500,"[0.49168068502709594, 0.5433436632156372]",28.009633779525757,6.0,6.140732288360596
268,500,"[0.49168068502709594, 0.5433436632156372]",28.015617609024048,6.0,5.971134662628174
269,500,"[0.49168068502709594, 0.5433436632156372]",28.021601915359497,5.0,5.541784763336182
270,500,"[0.49168068502709594, 0.5433436632156372]",28.027585983276367,6.0,5.581441879272461
271,500,"[0.49168068502709594, 0.5433436632156372]",28.033581256866455,7.0,6.4817633628845215
272,500,"[0.49168068502709594, 0.5433436632156372]",28.03957486152649,6.0,5.825432300567627
273,500,"[0.49168068502709594, 0.5433436632156372]",28.045538663864136,5.0,5.269459247589111
274,500,"[0.49168068502709594, 0.5433436632156372]",28.050525188446045,7.0,6.352139472961426
275,500,"[0.49168068502709594, 0.5433436632156372]",28.056509256362915,7.0,6.112551689147949
276,500,"[0.49168068502709594, 0.5433436632156372]",28.062493324279785,6.0,6.197518825531006
277,500,"[0.49168068502709594, 0.5433436632156372]",28.06748366355896,7.0,6.3702216148376465
278,500,"[0.49168068502709594, 0.5433436632156372]",28.073463916778564,4.0,6.0236639976501465
279,500,"[0.49168068502709594, 0.5433436632156372]",28.078450441360474,6.0,6.449244022369385
280,500,"[0.49168068502709594, 0.5433436632156372]",28.084466695785522,5.0,5.427542686462402
281,500,"[0.49168068502709594, 0.5433436632156372]",28.08944320678711,5.0,6.182705402374268
282,500,"[0.49168068502709594, 0.5433436632156372]",28.094409227371216,5.0,5.6136088371276855
283,500,"[0.49168068502709594, 0.5433436632156372]",28.10039186477661,6.0,5.637502193450928
284,500,"[0.49168068502709594, 0.5433436632156372]",28.1053786277771,6.0,5.637502193450928
285,500,"[0.49168068502709594, 0.5433436632156372]",28.11085844039917,6.0,5.846067428588867
286,500,"[0.49168068502709594, 0.5433436632156372]",28.116829872131348,6.0,5.743506908416748
287,500,"[0.49168068502709594, 0.5433436632156372]",28.1218159198761,7.0,6.135814189910889
288,500,"[0.49168068502709594, 0.5433436632156372]",28.128798246383667,7.0,6.257039546966553
289,500,"[0.49168068502709594, 0.5433436632156372]",28.134782075881958,6.0,6.648556232452393
290,500,"[0.49168068502709594, 0.5433436632156372]",28.140766143798828,6.0,5.743505954742432
291,500,"[0.49168068502709594, 0.5433436632156372]",28.14674997329712,6.0,5.4625773429870605
292,500,"[0.49168068502709594, 0.5433436632156372]",28.15273404121399,6.0,6.043272495269775
293,500,"[0.49168068502709594, 0.5433436632156372]",28.158717393875122,6.0,5.4625773429870605
294,500,"[0.49168068502709594, 0.5433436632156372]",28.16470193862915,6.0,5.7627997398376465
295,500,"[0.49168068502709594, 0.5433436632156372]",28.170691967010498,6.0,5.7399516105651855
296,500,"[0.49168068502709594, 0.5433436632156372]",28.175671815872192,6.0,5.874998569488525
297,500,"[0.49168068502709594, 0.5433436632156372]",28.181655645370483,5.0,5.7370991706848145
298,500,"[0.49168068502709594, 0.5433436632156372]",28.186643362045288,6.0,6.3079376220703125
299,500,"[0.49168068502709594, 0.5433436632156372]",28.19262671470642,7.0,6.1564507484436035
300,500,"[0.49168068502709594, 0.5433436632156372]",28.199606895446777,5.0,5.871407508850098
301,500,"[0.49168068502709594, 0.5433436632156372]",28.205591201782227,6.0,6.413721084594727
